index	id	title	chapter	family	subfamily	description_blocks	description_chars	description
222	bestiaire-v15-oshirique	Oshirique	2.10 Fléaux, Ruptures et Abominations	V’Aagor — la Sombre-Vérité		1	339	L’Oshirique est la transformation terminale d’un Vampire consacré à la Fontaine d’Osh’Bawa. Son sang vampirique est remplacé par celui de la Fontaine noire : ses dons natifs sont perdus et remplacés, et sa dépendance alimentaire change profondément. Il ne s’agit plus d’un Vampire doté d’un Talent supplémentaire mais d’une autre créature.
223	bestiaire-v15-strygoi-noire	Strygoï noire	2.10 Fléaux, Ruptures et Abominations	V’Aagor — la Sombre-Vérité		1	312	La Strygoï noire est l’aggravation possible d’un Oshirique : la Fontaine n’a plus seulement remplacé le sang, elle a presque entièrement réduit la créature à une prédation d’ombre. Elle conserve assez de réflexes pour chasser efficacement mais beaucoup moins de patience et de maîtrise qu’un Oshirique conscient.
224	bestiaire-v15-assimile-gravitationnel	Assimilé gravitationnel	2.10 Fléaux, Ruptures et Abominations	V’Aagor — la Sombre-Vérité		1	316	Les Messagers de l’Œil Blanc qui basculent peuvent devenir des Assimilés à dominante gravitationnelle. Leur corps reste localisable mais sa masse et son référentiel ne sont plus des constantes fiables : ils alourdissent, allègent, attirent, repoussent et fixent ce qu’ils désignent comme appartenant au même système.
225	bestiaire-v15-s-ur-effisme	Sœur effisme	2.10 Fléaux, Ruptures et Abominations	V’Aagor — la Sombre-Vérité		1	459	Les véritables Sœurs de l’Œil Blanc sont des Effismes profondément transformées par V’Aagor. Leur rapport ancien à la matière noire en fait des réceptacles particulièrement compatibles avec la Sombre-Vérité. Elles se déplacent avec une lenteur presque cérémonielle, non parce qu’elles sont fragiles ou hésitantes, mais parce que leur corps abominable est devenu une masse stable, extraordinairement difficile à blesser, repousser ou détourner de son objectif.
226	bestiaire-v15-abomination-fracturee	Abomination fracturée	2.10 Fléaux, Ruptures et Abominations	Ux’Sharith — la Division		1	382	L’Abomination fracturée est la Rupture commune de Sharith. Son corps, ses souvenirs ou ses fonctions ont cessé d’être vécus comme un ensemble indivisible : la créature peut détacher, isoler ou désolidariser ce qui, chez un être normal, resterait un tout. Les formes les plus mentales deviennent plusieurs volontés concurrentes ; celles-ci seront développées ensuite comme variantes.
227	bestiaire-v15-organisme-bellatheis	Organisme Bellatheis	2.10 Fléaux, Ruptures et Abominations	Ux’Sharith — la Division		1	328	Une Rupture issue de la Chair divisée et de Bellatheis devient un organisme polymorphe capable de prolifération locale, de greffes permanentes et de spécialisation biologique. Elle n’est pas la même chose qu’une créature de Shaoggith : sa logique reste celle de la séparation et de la redistribution de fonctions déjà présentes.
228	bestiaire-v15-etre-du-grand-savoir	Être du Grand Savoir	2.10 Fléaux, Ruptures et Abominations	Ux’Sharith — la Division		1	339	Certaines Ruptures de l’Archilogomancie se restructurent autour d’une compréhension fonctionnelle presque comparable à un Mageius. Elles voient les systèmes comme des couches, dépendances et points de rupture. Leur corps peut rester presque humain : c’est leur manière de percevoir et d’interrompre les fonctions qui les rend monstrueuses.
229	bestiaire-v15-reacteur-vivant-abomination-fissile	Réacteur vivant / Abomination fissile	2.10 Fléaux, Ruptures et Abominations	Ux’Sharith — la Division		1	316	La Nucléomancie peut produire une Rupture où le corps devient lui-même un réacteur vivant. Matière, chaleur et irradiation sont traitées comme des états séparables ; la créature n’est pas une bombe ambulante gratuite mais une source de destruction locale extrêmement dangereuse lorsqu’elle accepte le Retour fissile.
230	bestiaire-v15-psycolor	Psycolor	2.10 Fléaux, Ruptures et Abominations	Ux’Sharith — la Division		1	359	Les Psycolors sont des lignées rares issues d’anciens fragments de Sharith. Les archives les décrivent comme des sorcières porteuses d’un pouvoir chromatique, une énergie de Fléau capable de renforcer aussi bien le corps que l’esprit. Elles constituent une lignée de Vérité à part entière et ne sont pas une simple école de magie accessible par apprentissage.
231	bestiaire-v15-metastase	Métastasé	2.10 Fléaux, Ruptures et Abominations	C’Thath Vhadhi — la Métastase		1	374	Le Métastasé est la Rupture générique de Vhadhi. Il peut paraître stable, rationnel et parfois même satisfait : le drame est qu’il ne considère plus son ancienne identité comme une valeur en soi. Son anatomie est organisée autour d’une Finalité dominante - survivre, protéger, atteindre, filtrer, chasser, transporter - et toutes ses adaptations tendent vers cette fonction.
232	bestiaire-v15-metastase-avance	Métastasé avancé	2.10 Fléaux, Ruptures et Abominations	C’Thath Vhadhi — la Métastase		1	353	Certaines Ruptures de Vhadhi dépassent largement la simple adaptation locale tout en conservant une conscience complexe. Héméra et Aristaeus appartiennent à cette catégorie. Un Métastasé avancé réaffecte fonctions corporelles, objets et systèmes autour de lui avec une stabilité suffisante pour répondre presque immédiatement aux menaces qu’il comprend.
233	bestiaire-v15-abomination-germinative	Abomination germinative	2.10 Fléaux, Ruptures et Abominations	Gajh’Shaoggith — la Germination		1	385	L’Abomination germinative est la Bascule typique de Shaoggith. Son corps cesse de respecter le principe qu’un organisme est un individu fermé : tissus séparés, germes, organes surnuméraires et petites engeances deviennent autant de prolongements temporaires de son existence. Elle peut encore avoir une volonté propre, mais son rapport au corps est devenu celui d’un milieu de culture.
234	bestiaire-v15-engeance-d-assaut	Engeance d’assaut	2.10 Fléaux, Ruptures et Abominations	Gajh’Shaoggith — la Germination		1	326	Une Engeance d’assaut est une Abomination cultivée pour une fonction prédatrice explicite : projection, acide, venin, griffes, projectile organique ou protection. Elle n’a pas besoin d’être issue d’un ancien PJ. La Mère Primordiale peut en produire durablement à partir d’une Culture, d’une nurserie et de biomasse suffisante.
235	bestiaire-v15-abomination-cyclique	Abomination cyclique	2.10 Fléaux, Ruptures et Abominations	Gajh’Shaoggith — la Germination		1	385	Les Cycles n’apparaissent qu’après la Rupture. Une Abomination liée à Shaoggith peut muer encore, se reproduire et changer de fonction longtemps après avoir perdu sa forme d’origine. L’Abomination cyclique a déjà franchi plusieurs phases de mutation ; les grandes figures comme Li’loth, Shy’Krerath, Rulfam ou Tiamandra/Nahfr peuvent dépasser très largement ce degré de transformation.
236	bestiaire-v15-thulien-fige	Thulien figé	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	360	Le Thulien figé est la Rupture générique de Fixation. Une transformation, une blessure, un âge ou une configuration du corps est devenue son état définitif, puis la Corruption a commencé à protéger cet état contre tout devenir ultérieur. La créature peut encore penser et agir, mais elle résiste presque instinctivement à tout ce qui voudrait la faire changer.
237	bestiaire-v15-fossile-vivant	Fossile vivant	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	326	Le Fossile vivant est une expression thulienne d’une forme biologique ancienne conservée bien au-delà de son époque. Il n’est pas forcément littéralement pétrifié : peau, os, organes et métabolisme se comportent comme une adaptation archaïque que le monde aurait dû dépasser mais que la Fixation refuse de laisser disparaître.
238	bestiaire-v15-profond	Profond	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	418	Les Profonds sont les habitants les plus courants des communautés abyssales associées à Dagon et aux anciens sanctuaires de Thul. Humanoïdes aquatiques profondément remodelés, ils vivent en groupes, entretiennent des lieux côtiers ou sous-marins et connaissent parfaitement les accès noyés. Individuellement ils ne sont pas des boss, mais une communauté entière transforme vite un complexe humide en territoire ennemi.
239	bestiaire-v15-profond-guerrier	Profond guerrier	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	382	Les Profonds guerriers sont les chasseurs, gardes et vétérans des communautés abyssales. Plus grands, mieux équipés et habitués à combattre dans les couloirs noyés, ils servent d’ossature aux défenses d’un sanctuaire. Ils restent des individus d’une population plutôt que des Ruptures uniques, mais leur discipline suffit à rendre une ligne d’accès sous-marine extrêmement coûteuse.
240	bestiaire-v15-rocreen-abyssal	Rocréen abyssal	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	423	Les Rocréens abyssaux, ou Rocréens obscurs, sont une population distincte des profondeurs associée notamment à R’Sheraag et à Ringeveled. Ils conservent les quatre bras, la physiologie amphibie, le noyau vital et la régénération fameuse des Rocréens, mais la Fixation les a rendus plus massifs, agressifs et difficiles à détourner de leur fonction. Leur réseau psychique sert surtout à coordonner une colonie déjà éveillée.
241	bestiaire-v15-rocreen-abyssal-lourd	Rocréen abyssal lourd	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	366	Le Rocréen abyssal lourd est une forme de siège : plus large, plus lente et encore plus spécialisée que les membres ordinaires de la colonie. Sa masse sert à garder une porte noyée, soutenir une bioarmure ou encaisser le feu pendant que le réseau se réorganise. Il n’a pas la mobilité d’un prédateur, mais le faire reculer demande généralement une solution préparée.
242	bestiaire-v15-myxinien	Myxinien	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	339	Le terme Myxinien désigne une expression thulienne liée aux réseaux humides, au mucus et aux profondeurs. Les faveurs de Telipinu montrent une logique de marques visqueuses capables de transmettre perception et voix à travers une continuité d’eau ou de mucus. Une Rupture myxinienne transforme cette infrastructure rituelle en physiologie.
243	bestiaire-v15-grand-thulien	Grand Thulien	2.10 Fléaux, Ruptures et Abominations	Thul — la Fixation		1	469	Les Grands Thuliens sont des figures majeures gravitant autour de la tombe de Thul, sans que l’Ancien Fléau lui-même puisse être réduit à un affrontement ordinaire. Patrons, organismes abyssaux ou incarnations récurrentes possèdent chacun des singularités propres. Le bloc générique de Grand Thulien représente uniquement une manifestation majeure non identifiée ; Dagon, Telipinu, R’Sheraag, Dsherra’neth, Pestiria, Olla et Greem’Sha demeurent des individus distincts.
244	bestiaire-v15-manifestation-de-dagon	Manifestation de Dagon	2.11 Figures uniques et manifestations de scénario	Thul — Patrons et incarnations		1	294	Dagon est lié aux profondeurs, à une lumière froide, à l’immobilité, à la longévité figée et à la tombe abyssale. Une manifestation majeure de Dagon peut fermer un sanctuaire ou imposer sa présence à une zone entière ; la détruire ne signifie pas tuer définitivement le Patron qui l’a projetée.
245	bestiaire-v15-incarnation-de-telipinu	Incarnation de Telipinu	2.11 Figures uniques et manifestations de scénario	Thul — Patrons et incarnations		1	291	Telipinu agit à travers mucus rituel, Marques, réseau sensoriel, voix transmise et sanctuaires capables d’intercepter certains appels surnaturels. Une incarnation de réseau concentre ces effets dans un corps local ; sa destruction coupe cette présence sans annihiler Telipinu définitivement.
246	bestiaire-v15-manifestation-de-r-sheraag-a-ringeveled	Manifestation de R’Sheraag à Ringeveled	2.11 Figures uniques et manifestations de scénario	Thul — Patrons et incarnations		1	292	R’Sheraag est associé aux Rocréens obscurs ou abyssaux et à la cité sous-marine de Ringeveled. Sa manifestation locale agit comme un commandement de l’écologie abyssale : elle coordonne les Rocréens et impose la Fixation au territoire sans révéler nécessairement la forme véritable du Patron.
247	bestiaire-v15-li-loth-manifestation-multi-cycles	Li’loth — manifestation multi-Cycles	2.11 Figures uniques et manifestations de scénario	Shaoggith — Cycles et reliques vivantes		1	275	Li’loth a dépassé plusieurs Cycles après sa Rupture. Chaque Cycle de Shaoggith peut profondément reconfigurer une Abomination ; sa manifestation multi-Cycles change donc de fonction à mesure que la confrontation progresse et ne possède pas une anatomie définitivement stable.
248	bestiaire-v15-hote-de-la-mue-de-rulfam	Hôte de la Mue de Rulfam	2.11 Figures uniques et manifestations de scénario	Shaoggith — Cycles et reliques vivantes		1	256	La Mue de Rulfam est une relique majeure de Shaoggith capable de transformer profondément un porteur lié à la Germination. Un Hôte contemporain ayant revêtu ou intégré cette Mue devient une menace évolutive dont le corps se réorganise autour de la relique.
249	bestiaire-v15-porteur-de-nahfr	Porteur de Nahfr	2.11 Figures uniques et manifestations de scénario	Shaoggith — Cycles et reliques vivantes		1	277	Nahfr est une peau de Tiamat/Shaoggith portée comme armure occulte, artefact cosmique unique sans prix normal. Un Porteur de Nahfr bénéficie d’une protection vivante qui modifie sa relation à la chair et à la Germination sans révéler à elle seule toute l’identité de Tiamandra.
250	bestiaire-v15-hemera-et-aristaeus-ruptures-conscientes-de-vhadhi	Héméra et Aristaeus — Ruptures conscientes de Vhadhi	2.12 Dossiers majeurs de scénario	Figures hors échelle		1	277	Héméra et Aristaeus sont deux Ruptures Vhadhi conscientes arrivées à un stade extrêmement avancé. Leur nature est connue, mais leurs singularités personnelles — apparence, capacités propres et doctrine — restent trop incertaines pour les réduire honnêtement à une fiche unique.
251	bestiaire-v15-am-mleeac-mleeac-fleau-superieur	Am’Mleeac / Mleeac — Fléau supérieur	2.12 Dossiers majeurs de scénario	Figures hors échelle		1	250	Am’Mleeac, également nommé Mleeac dans certaines traditions, appartient à une échelle supérieure de menace Vhadhi. Il n’a pas de fiche de mort ordinaire et ne se traite pas comme une créature dont la destruction dépend simplement d’une réserve de PV.
252	bestiaire-v15-delanial-le-faux-septieme-fleau	Delanial — le faux Septième Fléau	2.12 Dossiers majeurs de scénario	Figures hors échelle		1	228	Delanial est parfois appelé Fléau de l’Ombre-Monde, Septième Fléau ou Père de l’Ombre. Cette classification est fausse : il s’agit d’un Légionnaire des Puissances, très ancien et extrêmement puissant, réfugié dans l’Ombre-Monde.
253	bestiaire-v15-greem-sha-l-independant-anti-fleaux	Greem’Sha — l’indépendant anti-Fléaux	2.12 Dossiers majeurs de scénario	Figures hors échelle		1	172	Greem’Sha est une Abomination indépendante et anti-Fléaux. Il peut graviter autour des mêmes dossiers que les puissances thuliennes sans être automatiquement fidèle à Thul.
254	bestiaire-v15-figures-aux-singularites-mal-connues	Figures aux singularités mal connues	2.12 Dossiers majeurs de scénario	Figures hors échelle		1	207	Shy’Krerath, Dsherra’neth, Pestiria et Olla sont des figures majeures dont l’existence et l’appartenance générale sont connues, mais dont les formes, les capacités et les rôles précis restent mal documentés.
255	bestiaire-v15-grande-orbe-de-sharith	Grande Orbe de Sharith	2.12 Dossiers majeurs de scénario	Artefacts cosmiques et reliques uniques		1	202	La Grande Orbe est un fragment physique de Sharith utilisé par Bellatheis pour détecter des ascendances compatibles. Elle est explicitement unique et relève du scénario, pas d’un catalogue d’équipement.
256	bestiaire-v15-nacres-noires-de-vhadhi	Nacres noires de Vhadhi	2.12 Dossiers majeurs de scénario	Artefacts cosmiques et reliques uniques		1	145	Les premières Nacres noires étaient des yeux d’Abominations. Elles sont devenues des composants majeurs et extrêmement rares de Métastasismancie.
257	bestiaire-v15-nahfr-peau-de-tiamat-shaoggith	Nahfr — peau de Tiamat / Shaoggith	2.12 Dossiers majeurs de scénario	Artefacts cosmiques et reliques uniques		1	214	Nahfr est la peau de Tiamat/Shaoggith portée comme armure occulte. C’est un artefact cosmique unique, sans prix normal. Le chapitre Figures uniques contient déjà un « Porteur de Nahfr » utilisable en confrontation.
258	bestiaire-v15-mue-de-rulfam	Mue de Rulfam	2.12 Dossiers majeurs de scénario	Artefacts cosmiques et reliques uniques		1	168	La Mue de Rulfam est une relique majeure de Shaoggith capable de transformer profondément un porteur lié à elle. Elle constitue une Source de Corruption exceptionnelle.
259	bestiaire-v15-lance-de-longinus	Lance de Longinus	2.12 Dossiers majeurs de scénario	Artefacts cosmiques et reliques uniques		1	139	La Lance de Longinus est une relique revendiquée par l’Ordre. Un lien avec V’Aagor est soupçonné, mais sa nature exacte demeure incertaine.
260	bestiaire-v15-forge-grise-infrastructure-de-metastasismancie	Forge Grise — infrastructure de Métastasismancie	2.12 Dossiers majeurs de scénario	Infrastructures et calamitechnologie de scénario		1	191	La Forge Grise est un rite collectif d’infrastructure de Vhadhi : laboratoire, Nacre, matière première et plusieurs officiants peuvent produire des matériaux impossibles ou extrêmement rares.
261	bestiaire-v15-grenade-d-inertie-thu-9	Grenade d’Inertie THU-9	2.12 Dossiers majeurs de scénario	Infrastructures et calamitechnologie de scénario		1	201	La THU-9 est une calamitechnologie stratégique liée à Thul. Elle ne représente pas du matériel AIDH standard : ce type de prototype relève de programmes noirs, de reliques ou de scènes exceptionnelles.
